distribution_id,simulation_type,n_samples,metadata.synth_metadata_mean_std_synth_dataset_noise_enabled,metadata.synth_metadata_mean_std_synth_dataset_noise_mode,metadata.synth_metadata_mean_std_synth_dataset_noise_shot_scale_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_shot_scale_std,metadata.synth_metadata_mean_std_synth_dataset_noise_sigma_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_sigma_std,metadata.synth_metadata_mean_std_synth_camera_height_mean,metadata.synth_metadata_mean_std_synth_camera_height_std,metadata.synth_metadata_mean_std_synth_env_name,metadata.synth_metadata_mean_std_synth_camera_roll_std,metadata.synth_metadata_mean_std_synth_camera_tilt_std,metadata.synth_metadata_mean_std_synth_clutter_level,metadata.synth_metadata_mean_std_synth_dataset_noise_seed,metadata.synth_metadata_mean_std_synth_camera_yaw_mean,metadata.synth_metadata_mean_std_synth_camera_yaw_std,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_Bucket_diversity,metadata.synth_metadata_mean_std_synth_dist_Bucket_instances,metadata.synth_metadata_mean_std_synth_dist_Bucket_occurrence,metadata.synth_metadata_mean_std_synth_dist_CardBox_instances,metadata.synth_metadata_mean_std_synth_dist_CardBox_diversity,metadata.synth_metadata_mean_std_synth_dist_PushCart_diversity,metadata.synth_metadata_mean_std_synth_dist_PushCart_instances,metadata.synth_metadata_mean_std_synth_dist_PushCart_occurrence,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_instances,metadata.synth_metadata_mean_std_synth_dist_RackPile_diversity,metadata.synth_metadata_mean_std_synth_dist_RackPile_instances,metadata.synth_metadata_mean_std_synth_dist_RackPile_occurrence,metadata.synth_metadata_mean_std_synth_distractor_position_mean_x,metadata.synth_metadata_mean_std_synth_distractors,metadata.synth_metadata_mean_std_synth_focal_length_std,metadata.synth_metadata_mean_std_synth_fov_mean,metadata.synth_metadata_mean_std_synth_camera_roll_mean,metadata.synth_metadata_mean_std_synth_camera_tilt_mean,metadata.synth_metadata_mean_std_synth_fov_std,metadata.synth_metadata_mean_std_synth_image_augmentation_enabled,metadata.synth_metadata_mean_std_synth_image_brightness_gain_mean,metadata.synth_metadata_mean_std_synth_image_brightness_gain_std,metadata.synth_metadata_mean_std_synth_texture_1,metadata.synth_metadata_mean_std_synth_texture_2,metadata.synth_metadata_mean_std_synth_texture_3,metadata.synth_metadata_mean_std_synth_image_contrast_gain_mean,metadata.synth_metadata_mean_std_synth_image_contrast_gain_std,metadata.synth_metadata_mean_std_synth_image_gamma_mean,metadata.synth_metadata_mean_std_synth_image_gamma_std,metadata.synth_metadata_mean_std_synth_lighting_color_mean_b,metadata.synth_metadata_mean_std_synth_lighting_color_mean_g,metadata.synth_metadata_mean_std_synth_lighting_color_mean_r,metadata.synth_metadata_mean_std_synth_lighting_color_std_b,metadata.synth_metadata_mean_std_synth_lighting_color_std_g,metadata.synth_metadata_mean_std_synth_lighting_color_std_r,metadata.synth_metadata_mean_std_synth_lighting_intensity_mean,metadata.synth_metadata_mean_std_synth_lighting_intensity_std,metadata.synth_metadata_mean_std_synth_materials_emissive_intensity_mean,metadata.synth_metadata_mean_std_synth_materials_emissive_intensity_std
dist_70,simulation_1,128,0,jpeg,25,0,3.2165837161792665,1.088345911818731,2.0871666161036706,0.5484837698594134,warehouse_multiple_shelves,4,1.7392149302934437,0.2097156593810884,-1,180,41.78230077728686,3,3,1,1,2,8,4,1,1,3,4,8,1,2,3,0,warehouse,0,89,0,-1,6.727786806126589,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,155802,559204,77,172.0602725266353
dist_71,simulation_1,128,0,gaussian_jpeg,88,2,6.491160976243162,0.9428131773964091,1.18618417174834,0.21978285203655765,warehouse_multiple_shelves,8,5.924820013836032,0.48938411917140756,-1,180,25.37736620534124,2,3,1,1,2,19,5,2,2,3,2,5,3,2,2,0,warehouse,0,77,0,-1,9.476040030825398,0,1,0,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,180767,563532,482,27.63855923259574
dist_72,simulation_1,128,0,jpeg,22,0,1.8958271493087175,1.8266048364637373,0.7523434852199128,0.44719880642856286,warehouse_multiple_shelves,3,1.3608473241753924,0.6271374155332065,-1,180,55.248557354039974,2,2,1,1,2,20,6,1,1,2,4,8,1,2,3,0,warehouse,0,96,0,-1,8.275073701709516,0,1,0,nv_rubber_woven_charcoal.jpg,nv_gravel_grey_leaves.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,199917,474195,69,119.20660012243104
dist_73,simulation_1,128,0,shot_jpeg,30,0,5.230578455194213,1.3225633073500438,0.809424999121293,0.4890184876391738,warehouse_multiple_shelves,0,1.8037578638631409,0.3302253603731009,-1,180,46.72884667286833,2,3,1,1,2,19,5,1,1,2,4,3,1,2,3,0,warehouse,0,107,0,-1,7.764651855154939,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,155863,575326,143,193.40995893659996
dist_74,simulation_1,128,0,gaussian_jpeg,89,2,6.204622221897945,0.7652776316120338,0.6712354787739384,0.21611704356670888,warehouse_multiple_shelves,9,5.361078906935243,0.6462881961790486,-1,180,90.54292555945155,3,2,1,1,2,22,4,2,2,3,2,3,3,4,2,0,warehouse,0,97,0,-1,8.448321155379938,0,1,0,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,87756,410035,441,91.20525736527975
dist_75,simulation_1,128,1,jpeg,34,0,3.598773236105078,1.6274131216889292,1.6211793988973149,0.5673232973193166,warehouse_multiple_shelves,1,0.6902264278623951,1.1895268511017207,-1,180,50.071397581535514,2,3,1,2,2,10,4,1,1,2,4,17,2,2,3,0,warehouse,0,97,0,-1,7.887441874699359,0,1,0,nv_marble.jpg,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,104958,559658,110,200.68735181672355
dist_76,simulation_1,128,0,jpeg,37,0,0.7192108837680138,1.7262522140215053,1.8662143324483513,0.45600998838570034,warehouse_multiple_shelves,2,1.3915397489819346,0.47109545263524855,-1,180,65.56752032075887,2,3,1,1,2,11,4,1,2,2,4,4,1,3,3,0,warehouse,0,105,0,-1,9.06825098499748,0,1,0,nv_concrete_aged_with_lines.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,130789,505579,74,87.72014633437004
dist_77,simulation_1,128,0,jpeg,27,0,5.205588745687549,1.4326119676121563,2.524553719593621,0.5715890081409511,warehouse_multiple_shelves,0,2.763993741869733,0.5947432883785166,-1,180,33.24482825028957,3,2,1,2,2,14,4,1,1,2,4,8,1,6,3,0,warehouse,0,110,0,-1,7.904927314178109,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,76510,488409,86,171.3330902785103
dist_78,simulation_1,128,0,gaussian_jpeg,74,2,6.4354316303187735,0.7544376673199539,1.14173289997094,0.30330671762459094,warehouse_multiple_shelves,8,4.483716131715498,0.3462553498341271,-1,180,69.55832011567743,3,3,1,1,2,21,4,2,2,3,2,3,2,1,2,0,warehouse,0,89,0,-1,7.25428460302439,0,1,0,nv_asphalt_yellow_weathered.jpg,nv_gravel_grey_leaves.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,88717,407031,436,39.861035450559456
dist_79,simulation_1,128,0,jpeg,35,0,5.682981420591638,1.6358782973575599,1.4861914916515642,0.4923087034305331,warehouse_multiple_shelves,0,3.4014136038527267,0.4449620603682166,-1,180,66.39036071033206,2,4,1,1,2,14,3,1,1,3,4,12,1,1,2,0,warehouse,0,91,0,-1,7.289047338163683,0,1,0,nv_plastic_blue.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,106284,445981,74,126.39908643051565
dist_80,simulation_1,128,0,jpeg,37,1,4.660641404135639,1.837589353969912,1.339354112024863,0.5093151671210167,warehouse_multiple_shelves,1,0.5553409866478973,0.7074695967444531,-1,180,31.97148189713254,3,3,1,1,2,13,6,1,2,2,4,16,2,2,3,0,warehouse,0,102,0,-1,8.9021208912834,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,149822,512378,93,116.93669154938142
dist_81,simulation_1,128,1,jpeg,25,1,3.5526532824789334,1.5424776912069091,2.0849417547185918,0.3530098298316655,warehouse_multiple_shelves,0,0.15517656719085005,0.7165137381368898,-1,180,51.284012386857626,2,2,1,3,2,8,4,1,2,1,4,15,2,4,4,0,warehouse,0,109,0,-1,7.510431340768062,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,72959,498845,92,107.54203028402853
dist_82,simulation_1,128,0,gaussian_jpeg,89,2,4.331077871869921,1.7538491205785758,1.768947765832069,0.35458310516843955,warehouse_multiple_shelves,5,5.3564350087416415,0.6742404203437088,-1,180,72.71434538271458,3,3,1,1,2,19,4,2,1,3,2,2,2,4,2,0,warehouse,0,88,0,-1,9.018457546348813,0,1,0,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,103038,504398,496,74.92179733923523
dist_83,simulation_1,128,0,gaussian_jpeg,84,1,6.528527792390837,1.6961634855632606,1.0145879088049687,0.2931992421161312,warehouse_multiple_shelves,7,5.283006425416396,0.236675971039155,-1,180,72.46166142198436,3,3,1,1,2,9,4,2,1,3,2,8,3,1,1,0,warehouse,0,75,0,-1,6.5163335705147505,0,1,0,nv_concrete_aged_with_lines.jpg,nv_tile_hexagonal_green_white.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,132180,594646,416,98.69151998418403
dist_84,simulation_1,128,0,jpeg,29,1,6.348563733594324,1.2110433443256603,1.1951460871071677,0.5276529519152516,warehouse_multiple_shelves,0,2.054916796094426,0.6649917662007386,-1,180,44.89760448955036,3,3,1,1,2,13,5,1,2,3,4,20,1,1,4,0,warehouse,0,99,0,-1,8.679857776507168,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,109293,473691,125,119.89721248139683
dist_85,simulation_1,128,0,shot,32,0,3.0548959461941867,1.763876233877939,1.347708105012054,0.5627760245437547,warehouse_multiple_shelves,2,0.589775802762817,1.557725305414687,-1,180,16.92689268073068,2,3,1,2,2,10,5,1,2,2,4,11,2,4,3,0,warehouse,0,112,0,-1,7.319791915380732,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,164459,565248,92,105.58121511225083
dist_86,simulation_1,128,0,gaussian_jpeg,100,1,3.226163278111537,1.3296277196074116,0.6975580704175584,0.36752369907182686,warehouse_multiple_shelves,6,5.965354023441654,0.25701362198210465,-1,180,90.66357254115913,3,4,1,2,2,19,3,2,2,3,2,20,3,2,2,0,warehouse,0,96,0,-1,8.918922201456281,0,1,0,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,85723,485113,381,83.5843067012818
dist_87,simulation_1,128,1,gaussian_jpeg,31,1,11.279021677891606,1.0696509119506772,1.8616436974954969,0.20246380383113935,warehouse_multiple_shelves,8,5.868273532420241,0.3466509837264967,-1,180,27.40131934278595,2,3,1,3,2,4,3,1,1,1,3,8,1,1,1,0,warehouse,0,109,0,-1,9.512983395485431,0,1,0,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,172081,489143,383,135.43349755455125
dist_88,simulation_1,128,0,gaussian_jpeg,70,2,3.9951832502481834,1.1031447775425338,0.863976491985982,0.15820063375092053,warehouse_multiple_shelves,9,5.840066483426704,0.754822822541954,-1,180,56.91992982237936,4,2,1,1,2,15,5,2,2,3,2,3,3,1,2,0,warehouse,0,101,0,-1,9.061495116394408,0,1,0,nv_wooden_wall.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,101013,506516,472,128.6855598422284
dist_89,simulation_1,128,0,gaussian_jpeg,94,1,4.440435882124662,1.1381934248750762,0.8230604562514103,0.27360331833700696,warehouse_multiple_shelves,9,4.75885101207643,0.2638237232083257,-1,180,74.34327425615159,3,2,1,2,2,20,5,2,2,3,2,4,3,1,2,0,warehouse,0,86,0,-1,8.894531376839408,0,1,0,nv_wooden_wall.jpg,nv_gravel_grey_leaves.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,123208,513949,382,89.22492338180972
dist_90,simulation_1,128,0,jpeg,43,0,1.030342822944637,1.8603651935425716,2.183802968192219,0.5974857761329389,warehouse_multiple_shelves,2,3.471486918459029,0.8992018016574049,-1,180,44.09532141180641,2,3,1,2,2,5,6,1,1,2,4,15,2,3,3,0,warehouse,0,107,0,-1,7.779180931929448,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,133901,552002,163,85.5469561615082
dist_91,simulation_1,128,0,jpeg,32,0,3.260903557390336,1.3669875953464117,2.030986702601763,0.5557247651024423,warehouse_multiple_shelves,1,2.6028211893502844,0.22601938951953005,-1,180,53.46684873297545,2,3,1,1,2,21,6,1,1,1,3,14,1,2,3,0,warehouse,0,80,0,-1,8.423850069632952,0,1,0,nv_rubber_woven_charcoal.jpg,nv_tile_hexagonal_green_white.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,155273,532039,144,98.12584177128082
dist_92,simulation_1,128,0,gaussian_jpeg,89,3,7.063112000190149,1.2538120388065859,1.3109528823554748,0.24885558689524964,warehouse_multiple_shelves,6,3.4332413746185617,0.9427371486216511,-1,180,59.222523413697054,3,2,1,2,2,23,4,2,2,3,2,6,3,1,2,0,warehouse,0,89,0,-1,9.407598403954852,0,1,0,nv_asphalt_yellow_weathered.jpg,nv_granite_tile.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,160231,570305,476,68.25740209504397
dist_93,simulation_1,128,0,gaussian_jpeg,97,2,3.1429088055167984,0.9900246345786796,0.9377436959279544,0.3059044586829971,warehouse_multiple_shelves,6,5.498030947376495,0.2538716622616798,-1,180,69.12092243211531,3,3,1,1,2,24,3,2,2,3,2,15,3,2,2,0,warehouse,0,94,0,-1,8.239631194872777,0,1,0,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,nv_granite_tile.jpg,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,113413,585927,472,134.57903696492943
dist_94,simulation_1,128,0,jpeg,30,0,5.45239359408526,1.7969312183984216,2.089727803988332,0.3412419717628246,warehouse_multiple_shelves,1,0.8724530848943027,0.15838047358282692,-1,180,53.21211323803704,2,2,1,1,2,16,6,1,2,2,4,10,1,2,3,0,warehouse,0,99,0,-1,8.370586016370702,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,140501,546992,203,184.4368965953584
dist_95,simulation_1,128,0,jpeg,35,1,1.7765946885426422,1.9419741204087837,1.5410618931540405,0.49476649938803036,warehouse_multiple_shelves,3,1.419297579132763,1.6008146765386073,-1,180,57.8749969779728,2,3,1,2,2,15,5,1,1,3,4,3,1,1,4,0,warehouse,0,106,0,-1,9.855014650954718,0,1,0,nv_asphalt_yellow_weathered.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,117621,368576,105,106.52763893608832
dist_96,simulation_1,128,0,jpeg,35,0,2.1217045307161158,1.920336514391577,1.801820169840427,0.5499993051172493,warehouse_multiple_shelves,3,1.3233831966447955,1.351268609272728,-1,180,73.19957564907095,2,3,1,1,2,24,5,1,1,2,3,34,1,2,3,0,warehouse,0,99,0,-1,8.00482644639794,0,1,0,nv_rubber_woven_charcoal.jpg,nv_tile_hexagonal_green_white.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,155722,474032,89,108.84869661805028
dist_97,simulation_1,128,0,jpeg,22,1,1.6475840398095853,1.7287439498064534,0.8100509460399878,0.5442758959303192,warehouse_multiple_shelves,0,2.1214281586420167,0.2160087963114494,-1,180,60.86230287522513,3,3,1,2,2,21,5,1,2,3,4,15,1,4,3,0,warehouse,0,112,0,-1,7.57990116039011,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,161226,419537,77,138.36204402066988
dist_98,simulation_1,128,0,jpeg,36,1,4.52697653107996,1.6579540467196057,1.5738269665933886,0.5894590439692683,warehouse_multiple_shelves,1,0.8704166427922787,0.8427350833486714,-1,180,51.13217893146556,2,3,1,3,2,9,5,1,1,1,4,19,2,2,3,0,warehouse,0,94,0,-1,8.890180905887991,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,136009,419899,89,149.5680895685668
dist_99,simulation_1,128,0,jpeg,23,0,2.7374245063852287,0.9670676815811655,1.050504628520136,0.5021102886958676,warehouse_multiple_shelves,0,1.5307614248472203,0.8647397340147261,-1,180,55.57996361127194,2,4,1,1,2,15,4,1,1,2,3,9,1,4,3,0,warehouse,0,87,0,-1,7.227067282549188,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,151145,544280,214,120.9864350176581
dist_100,simulation_1,128,0,jpeg,34,0,4.875517372421479,1.963735987765172,0.8730833649951486,0.5797677658636762,warehouse_multiple_shelves,2,1.9192767420134915,0.9178368637695724,-1,180,27.740940760722534,2,4,1,1,2,27,4,1,2,2,4,25,1,2,4,0,warehouse,0,102,0,-1,8.525187519315601,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,143493,570957,164,150.31944339719155
dist_101,simulation_1,128,0,jpeg,39,0,6.3886323724929985,1.772526738574991,1.8467663959697658,0.4649667639178006,warehouse_multiple_shelves,1,2.1399690529450357,0.5170859624538856,-1,180,41.94855889541411,2,2,1,1,2,14,4,1,1,2,4,19,2,1,2,0,warehouse,0,103,0,-1,6.350456833692419,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,120023,479631,102,148.69895199572863
dist_102,simulation_1,128,0,shot_jpeg,24,0,1.7475638343757542,1.8295865974636318,1.528901076154998,0.5800727936049658,warehouse_multiple_shelves,0,1.7406722331956008,0.9032480775476368,-1,180,35.04198634022204,2,4,1,2,2,16,5,1,1,1,4,6,1,1,3,0,warehouse,0,110,0,-1,7.504707803029365,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,123491,549439,113,121.99467711647783
dist_103,simulation_1,128,0,jpeg,28,0,2.7035862972719227,1.4519330805025867,1.1716471433932107,0.43135160163061914,warehouse_multiple_shelves,0,1.8481226719252901,0.09135244809725579,-1,180,22.34846812670195,2,3,1,2,2,8,6,2,1,2,4,3,1,4,3,0,warehouse,0,89,0,-1,8.588220510119466,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,157952,529748,101,151.4992758499903
dist_104,simulation_1,128,1,jpeg,59,2,11.262947110729481,0.0728969528294053,1.728695260406326,0.18243286453033958,warehouse_multiple_shelves,7,3.6576507561862757,0.7552996200844474,-1,180,87.5621960488001,5,2,1,2,2,35,6,1,2,3,3,2,1,7,4,0,warehouse,0,85,0,-1,9.769622226123966,0,1,0,nv_wooden_wall.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,143462,440078,350,99.01302405782177
dist_105,simulation_1,128,1,jpeg,48,0,4.705527932507558,1.5600164894141049,1.4197610393552318,0.5313850089970347,warehouse_multiple_shelves,3,0.7814837799936929,0.3968914029797963,-1,180,33.64675670885012,2,2,1,2,2,10,6,1,1,2,4,16,1,1,3,0,warehouse,0,105,0,-1,9.377324031303234,0,1,0,nv_plastic_blue.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,117324,518011,70,122.31803954761304
dist_106,simulation_1,128,0,jpeg,27,1,3.7920531923753513,0.8636235401081366,1.8796546034831758,0.48699327437504153,warehouse_multiple_shelves,1,1.184032089073232,0.3619372570288554,-1,180,43.681014263817666,2,3,1,2,2,11,4,1,2,1,4,7,1,1,2,0,warehouse,0,97,0,-1,8.948789488109572,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_granite_tile.jpg,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,123792,558437,135,142.95266166093393
dist_107,simulation_1,128,0,shot_jpeg,22,0,6.558971253192084,1.840595702434164,1.1228046175301962,0.5878799337218528,warehouse_multiple_shelves,3,1.9748538276355947,1.5838281240575094,-1,180,55.62012048592996,2,3,1,1,2,31,6,1,1,2,3,4,1,2,1,0,warehouse,0,102,0,-1,8.58758708322402,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,114871,540675,97,115.29921087249424
dist_108,simulation_1,128,0,gaussian_jpeg,30,0,0.6959617810122154,1.2466900843568662,1.4307146785172176,0.5303558845466968,warehouse_multiple_shelves,0,1.0982520989495475,0.4969638675074933,-1,180,40.75195172293972,2,4,1,1,2,12,5,1,1,3,4,13,2,2,3,0,warehouse,0,107,0,-1,7.892975817483481,0,1,0,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,,1,0,1,0,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,0.2886750102043152,143116,593660,63,68.86973059861451
